Wavelength [nm],Intensity
592.190,200.706235518058
592.520,177.25637024641
592.851,191.316041498755
593.181,175.944365400821
593.512,-2.12959041198098
593.842,59.9891969660918
594.173,263.822293187181
594.503,284.558404738704
594.833,121.519310171405
595.164,45.0684155225754
595.494,183.130064681172
595.824,183.168407440186
596.155,78.6445863743624
596.485,28.9944597283999
596.815,183.283435732126
597.146,166.543090810378
597.476,179.154122874141
597.806,179.608499070009
598.137,385.628798176845
598.467,263.10450283438
598.797,178.122546479106
599.127,151.33455941081
599.457,279.719768246015
599.788,242.556623553236
600.118,103.470164378484
600.448,96.7749285946289
600.778,281.407011580964
601.108,228.096232816577
601.438,107.090970091522
601.769,7.40024521698558
602.099,246.095481000841
602.429,172.640075435241
602.759,122.047838846842
603.089,-104.909781731665
603.419,125.352128806834
603.749,57.7175128062567
604.079,76.6112287640572
604.409,210.2012099425
604.739,418.7039800783
605.069,449.478434388836
605.399,309.108261927962
605.729,269.218027487397
606.059,372.054882779717
606.389,244.663659391149
606.719,126.728038241466
607.049,98.5789005160332
607.379,202.637819995483
607.709,139.216523855925
608.039,16.7430746455988
608.368,20.7047318716844
608.698,227.775680410365
609.028,215.7877095143
609.358,43.606243600448
609.688,-12.0829776426157
610.018,109.109765559435
610.347,149.383705203732
610.677,89.9937078754107
611.007,199.93328477939
611.337,444.869380195936
611.666,495.772395571073
611.996,352.152341673772
612.326,238.19444356362
612.656,199.079415241877
612.985,225.215772032738
613.315,136.357865810394
613.645,279.203465382258
613.974,356.321026682854
614.304,425.738089467088
614.634,206.392727026095
614.963,157.351099431515
615.293,138.25082997481
615.622,62.723527332147
615.952,6.08495553582907
616.282,-32.2566478078564
616.611,130.53857990106
616.941,82.549857189258
617.270,-1.75716249644756
617.600,49.1894583702087
617.929,169.437084337076
618.259,345.573915382226
618.588,177.389442205429
618.918,185.019269714753
619.247,175.851614112655
619.577,104.955642685294
619.906,-22.1105173826218
620.235,-37.5396092782418
620.565,253.967394242684
620.894,227.208253845572
621.224,105.773424948255
621.553,80.1330719441176
621.882,199.185699269176
622.212,219.626542707284
622.541,49.7122500737509
622.870,-15.3629318277041
623.200,200.70773913463
623.529,232.219253579775
623.858,152.488682299852
624.187,53.0297952095667
624.517,132.609250863393
624.846,251.906496892373
625.175,109.461616814137
625.504,1076.85885473092
625.834,1112.22103476524
626.163,1091.06691188365
626.492,-10.3709242803355
626.821,-55.8042495350043
627.150,54.0180436540395
627.479,68.4979816724857
627.809,-49.7616734057665
628.138,-31.0581675966581
628.467,291.691950966915
628.796,373.804723789295
629.125,263.769388308128
629.454,79.8535920580229
629.783,317.162115315596
630.112,331.193217456341
630.441,330.408515227338
630.770,141.500988950332
631.099,286.042576144139
631.428,214.941080550353
631.757,101.304764214282
632.086,2.06691188365221
632.415,46.5927108426889
632.744,118.030547032754
633.073,72.7054836948713
633.402,79.8869495938221
633.731,178.855373213689
634.060,213.598725428184
634.388,200.556623553236
634.717,209.853869567315
635.046,254.4972298642
635.375,133.854621405403
635.704,-61.4230773399273
636.033,4.58293721576536
636.361,152.986941526333
636.690,246.667892744144
637.019,122.818534086148
637.348,-26.1345755755901
637.676,119.40503368775
638.005,172.860161691904
638.334,382.086459174752
638.663,322.27591753006
638.991,416.286442995071
639.320,241.445354347428
639.649,169.084203720093
639.977,79.549857189258
640.306,113.194612652063
640.635,65.8610097716252
640.963,19.1940735727549
641.292,88.8604706774155
641.620,229.526867796977
641.949,209.526598249873
642.278,121.859662051002
642.606,92.5260591705641
642.935,322.192456275225
643.263,367.858853409688
643.592,187.858583862583
643.920,75.1916476488113
644.249,105.858044753472
644.577,221.191108554602
644.906,132.190839007497
645.234,93.5239027937253
645.562,140.190299913287
645.891,166.856697032849
646.219,175.189760819078
646.548,168.522824605306
646.876,183.855888391534
647.204,137.188952177763
647.533,52.5220159639915
647.861,78.5217464168867
648.190,153.188143536448
648.518,196.854540670911
648.846,71.1876044422388
649.174,50.187334895134
649.503,161.187065348029
649.831,239.520129149159
650.159,238.853192920486
650.487,205.186256706715
650.816,287.519320492943
651.144,256.185717627406
651.472,180.852114732067
651.800,115.185178518295
652.129,275.851575637857
652.457,229.51797277232
652.785,229.851036558549
653.113,130.517433663209
653.441,400.517164116104
653.769,367.516894583901
654.097,243.849958370129
654.425,99.8496888081233
654.753,156.182752609253
655.082,317.849149728815
655.410,292.182213515043
655.738,280.848610634605
656.066,301.515007754167
656.394,188.181404873729
656.722,142.514468659957
657.050,51.5141991128524
657.378,248.847262899081
657.706,233.180326685309
658.034,284.180057138205
658.361,224.513120924433
658.689,504.512851392229
659.017,496.17924849689
659.345,567.845645616452
659.673,508.512042736014
660.001,602.845106537143
660.329,473.844836975137
660.657,391.177900761366
660.984,353.510964547594
661.312,480.177361682057
661.640,477.177092134953
661.968,380.176822572947
662.296,374.509886359175
662.623,506.509616826971
662.951,467.176013946533
663.279,204.509077717861
663.607,22.5088081707557
663.934,107.841871971885
664.262,173.841602424781
664.590,97.5079995443423
664.917,177.84106331567
665.245,308.174127116799
665.573,436.173857569695
665.900,313.506921355923
666.228,553.839985142152
666.556,660.17304892838
666.883,646.506112714609
667.211,329.505843167504
667.538,257.838906953732
667.866,422.171970739961
668.193,481.838367859523
668.521,497.171431645751
668.849,476.504495446881
669.176,542.837559218208
669.504,428.170623004437
669.831,336.170353457332
670.158,349.503417258461
670.486,424.836481029789
670.813,380.50287814935
671.141,166.169275268912
671.468,148.502339070042
671.796,113.168736189604
672.123,199.168466627598
672.450,89.8348637471597
672.778,275.834594214956
673.105,381.167658001184
673.432,408.167388439178
673.760,240.83378555874
674.087,298.833516026537
674.414,324.499913146098
674.742,398.16631026566
675.069,341.832707370321
675.396,343.499104504784
675.723,268.165501624346
676.051,190.165232077241
676.378,175.831629181902
676.705,144.831359649698
677.032,294.49775676926
677.359,222.497487222155
677.687,276.163884356618
678.014,162.163614794612
678.341,384.163345247507
678.668,266.829742367069
678.995,155.496139501532
679.322,90.8292032728593
679.649,238.828933725754
679.976,236.495330845316
680.303,182.161727979779
680.630,144.161458432674
680.958,261.161188870668
681.285,174.160919323564
681.612,122.493983124693
681.939,79.8270469109218
682.266,213.160110682249
682.592,274.159841135144
682.919,346.826238269607
683.246,207.492635389169
683.573,277.15903249383
683.900,209.158762946725
684.227,213.158493414521
684.554,219.158223867416
684.881,290.824620986978
685.208,292.824351424972
685.535,170.490748559435
685.861,283.823812345664
686.188,418.156876131892
686.515,401.156606569886
686.842,126.156337037683
687.169,193.489400823911
687.495,353.489131276806
687.822,279.822195077936
688.149,104.82192551593
688.476,78.4883226354917
688.802,313.82138642172
689.129,277.15445022285
689.456,129.154180660844
689.782,77.4872444470723
690.109,245.820308233301
690.436,241.486705367764
690.762,101.153102487326
691.089,-20.513833741347
691.416,77.1525633782148
691.742,126.485627179344
692.069,8.48535763223964
692.395,49.4850880702336
692.722,118.818151856462
693.049,110.817882324259
693.375,32.8176127771537
693.702,16.4840098967155
694.028,83.1504070013762
694.355,-23.5165291974942
694.681,-162.850132077932
695.008,-105.850401625037
695.334,51.4826621462901
695.660,130.81572594742
695.987,11.4821230669816
696.313,-41.1848131467899
696.640,68.1482506394386
696.966,85.4813144256672
697.292,64.147711545229
697.619,58.1474419981241
697.945,167.147172451019
698.271,46.1469029039145
698.598,-28.8533666431904
698.924,-7.52030285696185
699.250,182.479427610834
699.577,141.479158048828
699.903,79.812221835057
700.229,-1.85471437871456
700.555,82.8116827557485
700.882,73.4780798753102
701.208,25.1444769799709
701.534,24.8108740995328
701.860,75.4772712339957
702.186,112.810335020224
702.513,128.476732124885
702.839,184.809795911113
703.165,308.80952637891
703.491,260.475923498472
703.817,86.1423206180334
704.143,-96.8579489439726
704.469,-105.858218476176
704.795,-12.8584880232811
705.121,-4.19209090371925
705.447,91.1409728676081
705.774,180.474036668738
706.100,320.473767121633
706.426,150.473497574528
706.752,48.1398946940899
707.077,-30.5270415196816
707.403,-19.8606444001198
707.729,8.80575271944207
708.055,54.8054831723372
708.381,200.471880291899
708.707,173.804944078128
709.033,189.471341197689
709.359,35.4710716505846
709.685,17.1374687850475
710.011,-74.8628007769585
710.337,-65.8630703240633
710.662,153.8033268104
710.988,299.469723929961
711.314,352.136121034622
711.640,197.135851487517
711.966,88.1355819553137
712.291,160.801979074875
712.617,92.1350428462029
712.943,66.8014399657647
713.269,-10.8654962331057
713.594,26.1342342197895
713.920,32.1339646726847
714.246,23.8003617773454
714.571,-16.5332410881917
714.897,133.466489364704
715.223,86.4662198175986
715.548,141.132616922259
715.874,103.465680723389
716.199,268.132077842951
716.525,253.465141629179
716.851,181.464872082075
717.176,134.131269201636
717.502,246.797666321198
717.827,229.797396774093
718.153,155.130460560322
718.478,139.130191013217
718.804,152.796588132779
719.129,136.462985252341
719.455,18.7960490385691
719.780,174.129112839699
720.106,242.128843277693
720.431,266.128573730588
720.756,144.128304183483
721.082,231.794701317946
721.407,280.127765089273
721.733,179.794162208835
722.058,15.4605593432983
722.383,-83.5397102038066
722.709,120.460020249089
723.034,77.793084020416
723.359,187.792814488212
723.685,92.1258782744408
724.010,234.792275394003
724.335,215.125339180231
724.660,79.4584029664596
724.986,317.458133419355
725.311,384.457863864799
725.636,510.790927658478
725.961,244.45732477804
726.286,172.457055230935
726.612,149.790119017164
726.937,81.7898494700591
727.262,-57.5437534103791
727.587,-98.2106896241506
727.912,13.4557074954112
728.237,135.455437948306
728.562,124.788501734535
728.887,44.121565528214
729.212,69.7879626403253
729.537,63.4543597673377
729.863,157.454090212782
730.188,146.120487339795
730.513,172.786884451906
730.838,72.7866149122517
731.163,67.1196786910296
731.487,135.786075818042
731.812,201.452472930153
732.137,15.7855367238323
732.462,-2.54806614915532
732.787,-16.8816690370441
733.112,186.451394756635
733.437,235.784458535413
733.762,263.784188995759
734.087,339.117252774537
734.412,348.783649901549
734.736,256.45004701366
735.061,129.783110807339
735.386,135.449507926901
735.711,245.115905046463
736.036,215.782302166025
736.360,192.448699285587
736.685,250.448429738482
737.010,411.448160191377
737.335,294.114557310939
737.659,298.114287763834
737.984,223.114018216729
738.309,319.780415343742
738.633,268.780145789186
738.958,155.446542916199
739.283,213.779606694976
739.607,138.446003821989
739.932,159.445734267434
740.257,30.7787980611126
740.581,99.4451951732238
740.906,208.778258966903
741.230,202.444656079014
741.555,92.4443865393599
741.879,1.11078365892172
742.204,58.7771807784836
742.528,85.1102445647121
742.853,18.1099750176072
743.177,5.10970547795296
743.502,78.4427692567309
743.826,172.442499717077
744.151,201.775563495855
744.475,217.441960622867
744.800,357.775024409095
745.124,364.108088195324
745.448,277.774485314886
745.773,262.440882434448
746.097,291.773946220676
746.421,335.107010006905
746.746,235.773407126466
747.070,307.773137579362
747.394,405.10620136559
747.719,441.439265151819
748.043,358.10566227138
748.367,385.43872606506
748.691,433.105123177171
749.016,328.771520304183
749.340,115.771250749628
749.664,99.1043145433068
749.988,409.770711655418
750.312,494.770442115764
750.637,432.770172561208
750.961,368.103236354888
751.285,383.436300141116
751.609,373.436030594011
751.933,226.76909438024
752.257,216.102158166468
752.581,249.101888619363
752.905,225.768285738925
753.229,117.101349525154
753.553,104.434413311382
753.878,177.434143764277
754.202,177.767207557956
754.526,76.7669380108516
754.850,-14.5666648695866
755.173,65.7663989166419
755.497,73.4327960362037
755.821,50.4325264890989
756.145,-53.567743058006
756.469,153.765320728223
756.793,180.431717847784
757.117,264.43144830068
757.441,228.764512086908
757.765,233.764242547254
758.089,262.763972992698
758.412,196.097036786377
758.736,255.096767231822
759.060,326.096497692168
759.384,291.096228137612
759.708,224.429291931291
760.031,274.762355710069
760.355,371.095419503748
760.679,402.428483289977
761.003,265.761547076205
761.326,302.427944195767
761.650,323.761007981996
761.974,337.094071768224
762.297,284.093802221119
762.621,400.426866007348
762.945,535.09326312691
763.268,335.092993579805
763.592,165.0927240327
763.916,149.092454485595
764.239,332.758851612608
764.563,228.758582058052
764.886,14.0916458517313
765.210,-13.2419570287069
765.533,194.757773424188
765.857,135.090837210417
766.180,74.7572343299786
766.504,-7.24303521712622
766.827,249.423361902436
767.151,300.423092362781
767.474,216.089489474893
767.798,138.422553268572
768.121,188.422283714016
768.445,162.422014174362
768.768,97.4217446198066
769.091,131.754808413486
769.415,324.421205525597
769.738,399.754269319276
770.061,280.753999772171
770.385,426.753730225066
770.708,359.420127344628
771.031,362.419857797523
771.355,123.752921583752
771.678,366.08598536998
772.001,469.752382489542
772.324,459.085446275771
772.648,268.085176728666
772.971,264.751573848228
773.294,338.084637634456
773.617,345.751034761469
773.940,301.084098540247
774.264,374.750495667259
774.587,514.750226112703
774.910,478.749956573049
775.233,254.083020351827
775.556,217.416084145506
775.879,218.415814590951
776.202,285.082211717963
776.525,136.748608844976
776.848,172.081672623754
777.171,312.414736417433
777.494,311.414466862877
777.817,197.747530656556
778.140,108.747261102001
778.463,130.413658229013
778.786,58.4133886744579
779.109,48.746452468137
779.432,91.7461829135816
779.755,245.412580040594
780.078,54.7456438268225
780.401,-70.9212923869491
780.724,-129.921561934054
781.047,33.744835185508
781.370,-60.2554343615969
781.692,-134.922370575368
782.015,-208.58930678914
782.338,17.4104236637552
782.661,53.0768207833171
782.984,105.74321791033
783.306,57.4096150224407
783.629,299.409345482787
783.952,289.409075928231
784.275,266.74213972191
784.597,141.741870167355
784.920,207.7416006277
785.243,232.741331073145
785.565,122.407728200157
785.888,347.074125319719
786.211,493.407189105948
786.533,522.406919558843
786.856,171.739983345071
787.179,122.406380472084
787.501,260.739444250862
787.824,273.072508044541
788.146,222.405571823319
788.469,119.738635616998
788.791,271.071699395776
789.114,156.071429856122
789.436,-28.2621730243166
789.759,-82.2624425714215
790.081,-28.2627121185263
790.404,23.7370183343689
790.726,-31.5965845460693
791.049,-121.930187426507
791.371,118.069543026388
791.694,15.4026068126162
792.016,-14.2643294011553
792.338,-118.26459894081
792.661,124.735131504635
792.983,191.734861964981
793.305,37.401259077092
793.628,56.4009895374377
793.950,203.400719982882
794.272,276.733783776561
794.595,42.4001808886727
794.917,-87.6000886509816
795.239,72.0663084611297
795.561,102.732705588142
795.884,100.732436041037
796.206,74.0654998272657
796.528,111.398563613494
796.850,101.064960733056
797.172,-24.2686421473821
797.494,28.3977549721797
797.817,-39.9358479082584
798.139,-59.2694507886966
798.461,-167.603053661684
798.783,-14.603323208789
799.105,133.063073910773
799.427,180.062804363668
799.749,70.7292014832298
800.071,79.062265265733
800.393,203.061995722353
800.715,176.061726175249
801.037,7.06145662814379
801.359,-18.938812918961
801.681,82.7275842006008
802.003,251.393981320163
802.325,110.060378439724
802.647,93.3934422259529
802.969,73.0598393455148
803.291,129.726236465077
803.613,80.0593002587557
803.935,-20.6076359550158
804.256,64.3920944978793
804.578,106.725158284108
804.900,90.3915554036697
805.222,-80.6087141434352
805.544,-61.2756503572066
805.866,-88.2759199043115
806.187,-45.6095227847497
806.509,-43.9431256614625
806.831,57.389938124766
807.153,59.0563352443278
807.474,17.0560656972229
807.796,83.7224628167848
808.118,189.388859936347
808.439,201.055257055908
808.761,36.7216541754703
809.083,31.3880512950321
809.404,62.3877817479273
809.726,163.720845537881
810.047,131.05390932411
810.369,58.7203064436714
810.691,199.386703563233
811.012,124.719767349462
811.334,176.05283113569
811.655,121.052561588585
811.977,283.718958708147
812.298,284.718689161042
812.620,137.385086280604
812.941,30.3848167372247
813.263,61.0512138567865
813.584,123.717610976348
813.906,93.7173414292435
814.227,247.717071882139
814.548,351.050135672092
814.870,356.716532791654
815.191,149.049596577883
815.513,-37.6173396358887
815.834,72.3823908170064
816.155,79.7154546069602
816.477,160.715185059855
816.798,154.048248846084
817.119,237.047979298979
817.440,309.381043085208
817.762,163.047440204769
818.083,158.713837324331
818.404,32.7135677772264
818.725,56.0466315634549
819.047,33.04636201635
819.368,111.04609247297
819.689,191.045822925866
820.010,192.378886712094
820.331,89.045283831656
820.652,112.711680951218
820.974,166.044744737446
821.295,211.044475190341
821.616,126.044205643237
821.937,50.7106027627985
822.258,66.0436665527523
822.579,91.0433970056474
822.900,-3.62353920812408
823.221,-15.6238087552289
823.542,126.375921697666
823.863,130.042318817228
824.184,132.70871593679
824.505,41.0417797230184
824.826,71.0415101759136
825.147,-25.9587593711913
825.468,-31.9590289108455
825.789,76.7073682087163
826.110,243.707098661611
826.430,241.373495781173
826.751,163.039892900735
827.072,166.372956686964
827.393,163.372687139859
827.714,148.039084259421
828.035,9.0388147123158
828.355,89.038545165211
828.676,226.038275621831
828.997,349.704672741393
829.318,257.037736527622
829.638,170.704133647184
829.959,231.037197433412
830.280,325.370261219641
830.601,194.036658339202
830.921,136.036388792098
831.242,59.7027859116594
831.563,129.035849697888
831.883,99.0355801545084
832.204,29.0353106074035
832.524,96.368374393632
832.845,59.3681048465272
833.166,82.3678352994223
833.486,509.700899085651
833.807,589.700629538546
834.127,579.033693324775
834.448,32.0334237776697
834.768,54.0331542305648
835.089,61.3662180205186
835.409,123.365948473414
835.730,47.365678926309
836.050,61.6987427125374
836.371,158.031806502491
836.691,109.031536955386
837.011,24.6979340749482
837.332,20.6976645278434
837.652,132.030728314072
837.973,199.3637921003
838.293,126.363522553196
838.613,82.0299196727574
838.934,103.029650129378
839.254,48.3627139156063
839.574,-40.6375556314985
839.894,-83.9711585119367
840.215,42.0285719409585
840.535,45.0283023957163
840.855,13.6946995152781
841.175,-33.63890336516
841.496,85.0274937544018
841.816,150.027224207297
842.136,193.026954662055
842.456,132.360018448283
842.776,172.693082234512
843.096,73.3594793540736
843.417,-9.30745685969789
843.737,30.0256069283932
844.057,-65.6413292853783
844.377,-68.3082654972871
844.697,-215.641868377725
845.017,-42.9754712581635
845.337,1.02425919659436
845.657,-18.9760103505105
845.977,-172.976279897615
846.297,-86.9765494447202
846.617,43.3565143415084
846.937,95.3562447962661
847.257,131.689308582495
847.577,36.6890390353898
847.897,151.022102821618
848.217,59.3551666097095
848.536,81.3548970626046
848.856,70.6879608488331
849.176,217.354357968395
849.496,179.687421754623
849.816,184.687152211244
850.136,8.02021599747241
850.455,144.353279783701
850.775,30.3530102365961
851.095,120.352740689491
851.415,12.6858044775824
851.735,129.685534930478
852.054,-40.981401283294
852.374,-29.3150041637321
852.694,31.684726289163
853.013,243.351123410588
853.333,265.684187196816
853.653,201.017250983045
853.972,134.01698143594
854.292,211.350045222168
854.612,84.349775676926
854.931,57.6828394631545
855.251,17.3492365845789
855.570,284.015633704141
855.890,200.682030823703
856.209,198.681761276598
856.529,40.0148250646889
856.848,232.681222184251
857.168,180.347619303813
857.487,186.680683090972
857.807,124.680413543868
858.126,237.680143997694
858.446,180.013207783923
858.765,94.0129382368177
859.085,107.012668690644
859.404,138.679065811137
859.723,105.012129598297
860.043,-70.9881399488077
860.362,32.6782571707542
860.681,202.677987624581
861.001,255.677718077476
861.320,133.010781864636
861.639,72.3438456508641
861.959,183.010242772289
862.278,177.67663989185
862.597,110.343037011412
862.916,111.342767465239
863.236,156.675831251467
863.555,193.008895038627
863.874,123.341958824856
864.193,198.008355944417
864.512,292.008086398244
864.831,323.00781685207
865.151,174.007547304966
865.470,372.340611092125
865.789,389.340341545486
866.108,413.006738665514
866.427,69.3398024517422
866.746,36.672866238902
867.065,144.672596692263
867.384,176.33899381229
867.703,171.005390932318
868.022,140.338454719478
868.341,286.338185172373
868.660,233.337915625734
868.979,116.670979412428
869.298,98.3373765324553
869.617,164.670440319149
869.936,254.670170772743
870.255,146.336567892538
870.573,153.669631679465
870.892,198.002695466159
871.211,114.335759252853
871.530,34.3354897062139
871.849,81.3352201595747
872.168,180.001617279602
872.486,208.668014399746
872.805,108.334411519774
873.124,195.334141973134
873.443,305.667205759887
873.761,243.00026954661
874.080,130.333333333333
874.399,14.6666666666667
874.718,135
875.036,82
875.355,14
875.674,-34
875.992,77
876.311,101.666666666667
876.629,-50.6666666666667
876.948,-39.6666666666667
877.267,-1.33333333333333
877.585,5.33333333333334
877.904,-138
878.222,-93.6666666666667
878.541,108
878.859,202.333333333333
879.178,191
879.496,165.333333333333
879.815,209
880.133,123
880.452,-70.3333333333333
880.770,-105
881.088,27.6666666666667
881.407,217.333333333333
881.725,111.333333333333
882.043,34.6666666666667
882.362,-45.3333333333333
882.680,-85.3333333333333
882.998,-106.333333333333
883.317,-13.3333333333333
883.635,271.333333333333
883.953,252.333333333333
884.271,249.666666666667
884.590,177.666666666667
884.908,215
885.226,136.666666666667
885.544,-16
885.863,54
886.181,148
886.499,291
886.817,144.666666666667
887.135,107.666666666667
887.453,87.6666666666667
887.771,161
888.089,96.6666666666667
888.407,129.333333333333
888.725,171
889.043,106
889.361,11.3333333333333
889.679,96.3333333333333
889.997,241
890.315,244.333333333333
890.633,123.333333333333
890.951,189
891.269,182.333333333333
891.587,96.6666666666667
891.905,-89.3333333333333
892.223,-35.3333333333333
892.541,69
892.859,74
893.176,-61.3333333333333
893.494,25.3333333333333
893.812,252.666666666667
894.130,298.666666666667
894.448,137.333333333333
894.765,2
895.083,24.3333333333333
895.401,21.3333333333333
895.719,-120.666666666667
896.036,-33.6666666666667
896.354,100
896.672,211
896.989,4.33333333333333
897.307,-48
897.625,66.3333333333333
897.942,150.333333333333
898.260,65.3333333333333
898.577,51
898.895,30.3333333333333
899.213,19.3333333333333
899.530,-142.333333333333
899.848,-25
900.165,213.333333333333
900.483,278.666666666667
900.800,320.666666666667
901.118,241
901.435,254
901.752,186.333333333333
902.070,81
902.387,80.3333333333333
902.705,109.333333333333
903.022,92.3333333333333
903.339,24
903.657,50.6666666666667
903.974,217.333333333333
904.291,188.333333333333
904.609,44
904.926,17.6666666666667
905.243,146.666666666667
905.560,189.666666666667
905.878,62
906.195,39.6666666666667
906.512,152.666666666667
906.829,135
907.146,192.666666666667
907.464,182
907.781,326.333333333333
908.098,141.333333333333
908.415,42.6666666666667
908.732,-31.3333333333333
909.049,60
909.366,-21.3333333333333
909.683,-121.666666666667
910.000,-42.3333333333333
910.317,109.666666666667
910.634,153
910.951,46.3333333333333
911.268,48
911.585,236.666666666667
911.902,250
912.219,185.666666666667
912.536,67.3333333333333
912.853,135.666666666667
913.170,125.333333333333
913.487,19.6666666666667
913.804,-2.66666666666667
914.121,73.6666666666667
914.437,113.666666666667
914.754,-24
915.071,15.6666666666667
915.388,204.666666666667
915.705,322.666666666667
916.021,134
916.338,18.3333333333333
916.655,89
916.972,129.333333333333
917.288,150.333333333333
917.605,120.333333333333
917.922,219.333333333333
918.238,85.3333333333333
918.555,-89.6666666666667
918.872,-164
919.188,-31
919.505,43.6666666666667
919.821,53
920.138,138.666666666667
920.454,254.333333333333
920.771,422
921.088,305
921.404,293
921.721,212.666666666667
922.037,146.333333333333
922.353,67.6666666666667
922.670,29.6666666666667
922.986,59
923.303,92.6666666666667
923.619,-59
923.936,-90.3333333333333
924.252,-132
924.568,-93.6666666666667
924.885,-92
925.201,16
925.517,234
925.834,281.666666666667
926.150,207
926.466,258.333333333333
926.782,269.666666666667
927.099,194
927.415,-57.3333333333333
927.731,-65.3333333333333
928.047,103
928.363,53.6666666666667
928.679,51.3333333333333
928.996,63
929.312,186.666666666667
929.628,163.333333333333
929.944,-50
930.260,-78.6666666666667
930.576,48
930.892,115.666666666667
931.208,92.6666666666667
931.524,69
931.840,116.333333333333
932.156,97.6666666666667
932.472,-95
932.788,-18.6666666666667
933.104,139.666666666667
933.420,230.666666666667
933.736,102.666666666667
934.052,86
934.368,193.666666666667
934.684,302.666666666667
934.999,208.333333333333
935.315,138.666666666667
935.631,177.333333333333
935.947,157.666666666667
936.263,81.6666666666667
936.578,45.6666666666667
936.894,211.666666666667
937.210,198.333333333333
937.526,134.666666666667
937.841,120.666666666667
938.157,204.666666666667
938.473,148
938.788,31.3333333333333
939.104,84.6666666666667
939.420,293.333333333333
939.735,256
940.051,125.333333333333
940.367,-48.6666666666667
940.682,26
940.998,59.3333333333333
941.313,13.6666666666667
941.629,21
941.944,141.666666666667
942.260,141.333333333333
942.575,20
942.891,-99
943.206,-7
943.522,29.3333333333333
943.837,-59.3333333333333
944.153,34.3333333333333
944.468,147
944.783,163.333333333333
945.099,-10.3333333333333
945.414,-72.3333333333333
945.729,194
946.045,138.333333333333
946.360,64.6666666666667
946.675,81.6666666666667
946.991,328
947.306,259
947.621,70.6666666666667
947.936,-23.6666666666667
948.252,191
948.567,128
948.882,-43.6666666666667
949.197,-170.666666666667
949.512,-99.6666666666667
949.827,-41.6666666666667
950.142,-103.666666666667
950.458,59
950.773,128.333333333333
951.088,193.666666666667
951.403,-13
951.718,63.6666666666667
952.033,122
952.348,86.3333333333333
952.663,-34
952.978,31.6666666666667
953.293,88.3333333333333
953.608,78.6666666666667
953.923,-15
954.238,-6.66666666666666
954.553,128.333333333333
954.867,8.66666666666667
955.182,-32
955.497,-117.666666666667
955.812,70.6666666666667
956.127,74.6666666666667
956.442,45
956.757,47
957.071,173.666666666667
957.386,145.666666666667
957.701,66
958.016,-7.66666666666666
958.330,156
958.645,125
958.960,123
959.274,41.6666666666667
959.589,111
959.904,52.6666666666667
960.218,32.6666666666667
960.533,28.3333333333333
960.848,102.666666666667
961.162,90.6666666666667
961.477,10.3333333333333
961.791,8
962.106,170
962.420,189
962.735,-5.33333333333333
963.049,-27
963.364,54.6666666666667
963.678,194.666666666667
963.993,-45.6666666666667
964.307,39.6666666666667
964.622,113
964.936,199
965.250,-6.33333333333334
965.565,-72.6666666666667
965.879,54.6666666666667
966.193,23.3333333333333
966.508,24.6666666666667
966.822,-43.3333333333333
967.136,79
967.451,57.6666666666667
967.765,26.6666666666667
968.079,55
968.393,236.666666666667
968.708,201
969.022,149.333333333333
969.336,129.666666666667
969.650,230
969.964,163.333333333333
970.278,-13.6666666666667
970.592,37.6666666666667
970.907,207.333333333333
971.221,205.333333333333
971.535,-25.6666666666667
971.849,50.3333333333333
972.163,99.3333333333333
972.477,104
972.791,-48.3333333333333
973.105,-50
973.419,183.333333333333
973.733,108.333333333333
974.047,23.6666666666667
974.361,8
974.675,142
974.989,175.666666666667
975.302,121
975.616,-65.3333333333333
975.930,93.6666666666667
976.244,372
976.558,529.666666666667
976.872,372.333333333333
977.185,184.666666666667
977.499,94
977.813,80.6666666666667
978.127,71.3333333333333
978.441,224
978.754,299.333333333333
979.068,78.6666666666667
979.382,-88
979.695,105.333333333333
980.009,98.3333333333333
980.323,104
980.636,5
980.950,79
981.263,125.666666666667
981.577,-104.333333333333
981.891,21
982.204,61.6666666666667
982.518,109.666666666667
982.831,-56.6666666666667
983.145,-12.6666666666667
983.458,26.3333333333333
983.772,-65
984.085,-181.333333333333
984.399,-74
984.712,59
985.025,58.3333333333333
985.339,-70.6666666666667
985.652,-31
985.965,97.3333333333333
986.279,67.6666666666667
986.592,-48
986.905,-84.6666666666667
987.219,110.666666666667
987.532,145.333333333333
987.845,20
988.159,69.3333333333333
988.472,165.333333333333
988.785,255.666666666667
989.098,136
989.411,146.333333333333
989.725,150.333333333333
990.038,98
990.351,-35.3333333333333
990.664,40.6666666666667
990.977,138.666666666667
991.290,152
991.603,19.3333333333333
991.916,54.6666666666667
992.229,169.333333333333
992.542,177
992.855,-13.6666666666667
993.168,26.6666666666667
993.481,231.666666666667
993.794,216.333333333333
994.107,103.666666666667
994.420,22.3333333333333
994.733,69.3333333333333
995.046,19.6666666666667
995.359,-162
995.672,-13.3333333333333
995.985,116.666666666667
996.298,192
996.610,30.6666666666667
996.923,77.6666666666667
997.236,108.333333333333
997.549,184.666666666667
997.862,72
998.174,133.666666666667
998.487,163.333333333333
998.800,145
999.113,66
999.425,1.33333333333333
999.738,71
1000.051,63.6666666666667
1000.363,-41.3333333333333
1000.676,34.3333333333333
1000.988,69.6666666666667
1001.301,105.666666666667
1001.614,-119.666666666667
1001.926,-121
1002.239,8.33333333333334
1002.551,177
1002.864,3
1003.176,59
