COOPID, YEAR, MONTH, DAY, meanTemp
80211,2013,7,5,79.00000
80211,2013,7,6,79.00000
80211,2013,7,7,80.50000
80211,2013,7,8,80.50000
80211,2013,7,9,80.50000
80211,2013,7,10,81.00000
80211,2013,7,11,80.50000
80211,2013,7,12,77.50000
80211,2013,7,13,76.00000
80211,2013,7,14,80.50000
80211,2013,7,15,81.00000
80211,2013,7,16,81.00000
80211,2013,7,17,81.50000
80211,2013,7,18,80.50000
80211,2013,7,19,78.50000
80211,2013,7,20,80.00000
80211,2013,7,21,82.00000
80211,2013,7,22,78.50000
80211,2013,7,23,80.00000
80211,2013,7,24,80.00000
80211,2013,7,25,80.50000
80211,2013,7,26,83.50000
80211,2013,7,27,82.00000
80211,2013,7,28,82.50000
80211,2013,7,29,82.00000
80211,2013,7,30,82.00000
80211,2013,7,31,82.50000
80211,2013,8,1,81.50000
80211,2013,8,2,81.50000
80211,2013,8,3,84.00000
80211,2013,8,4,87.00000
80211,2013,8,5,85.00000
80211,2013,8,6,86.00000
80211,2013,8,7,83.50000
80211,2013,8,8,83.50000
80211,2013,8,9,84.00000
80211,2013,8,10,82.50000
80211,2013,8,11,83.50000
80211,2013,8,12,82.00000
80211,2013,8,13,83.50000
80211,2013,8,14,86.00000
80211,2013,8,15,83.50000
80211,2013,8,16,80.50000
80211,2013,8,17,80.00000
80211,2013,8,18,82.00000
80211,2013,8,19,82.00000
80211,2013,8,20,82.00000
80211,2013,8,21,82.00000
80211,2013,8,22,77.00000
80211,2013,8,23,78.00000
80211,2013,8,24,78.50000
80211,2013,8,25,80.00000
80211,2013,8,26,79.00000
80211,2013,8,27,80.00000
80211,2013,8,28,80.50000
80211,2013,8,29,85.00000
80211,2013,8,30,84.50000
80211,2013,8,31,82.00000
80211,2013,9,1,83.00000
80211,2013,9,2,82.50000
80211,2013,9,3,82.50000
80211,2013,9,4,82.00000
80211,2013,9,5,83.50000
80211,2013,9,6,83.50000
80211,2013,9,7,81.00000
80211,2013,9,8,81.00000
80211,2013,9,9,81.00000
80211,2013,9,10,81.50000
80211,2013,9,11,82.00000
80211,2013,9,12,81.50000
80211,2013,9,13,81.50000
80211,2013,9,14,82.00000
80211,2013,9,15,82.00000
80211,2013,9,16,82.00000
80211,2013,9,17,83.00000
80211,2013,9,18,81.50000
80211,2013,9,19,80.50000
80211,2013,9,20,82.00000
80211,2013,9,21,80.50000
80211,2013,9,22,78.00000
80211,2013,9,23,81.00000
80211,2013,9,24,79.50000
80211,2013,9,25,79.50000
80211,2013,9,26,78.50000
80211,2013,9,27,76.50000
80211,2013,9,28,76.00000
80211,2013,9,29,74.50000
80211,2013,9,30,75.50000
80211,2013,10,1,77.00000
80211,2013,10,2,78.00000
80211,2013,10,3,78.50000
80211,2013,10,4,79.50000
80211,2013,10,5,79.50000
80211,2013,10,6,78.50000
80211,2013,10,7,80.00000
80211,2013,10,8,74.50000
80211,2013,10,9,72.00000
80211,2013,10,10,73.50000
80211,2013,10,11,75.50000
80211,2013,10,12,76.50000
80211,2013,10,13,74.50000
80211,2013,10,14,75.00000
80211,2013,10,15,73.00000
80211,2013,10,16,74.50000
80211,2013,10,17,74.00000
80211,2013,10,18,77.00000
80211,2013,10,19,76.50000
80211,2013,10,20,70.50000
80211,2013,10,21,75.50000
80211,2013,10,22,70.00000
80211,2013,10,23,66.50000
80211,2013,10,24,62.50000
80211,2013,10,25,64.00000
80211,2013,10,26,59.00000
80211,2013,10,27,60.00000
80211,2013,10,28,66.00000
80211,2013,10,29,68.00000
80211,2013,10,30,71.00000
80211,2013,10,31,75.50000
80211,2013,11,1,76.50000
80211,2013,11,2,67.50000
80211,2013,11,3,62.00000
80211,2013,11,4,64.00000
80211,2013,11,5,67.50000
80211,2013,11,6,72.00000
80211,2013,11,7,68.50000
80211,2013,11,8,59.50000
80211,2013,11,9,62.00000
80211,2013,11,10,68.00000
80211,2013,11,11,64.50000
80211,2013,11,12,65.50000
80211,2013,11,13,49.00000
80211,2013,11,14,53.00000
80211,2013,11,15,63.00000
80211,2013,11,16,66.00000
80211,2013,11,17,71.00000
80211,2013,11,18,71.00000
80211,2013,11,19,63.00000
80211,2013,11,20,65.50000
80211,2013,11,21,67.50000
80211,2013,11,22,69.00000
80211,2013,11,23,71.00000
80211,2013,11,24,56.50000
80211,2013,11,25,56.50000
80211,2013,11,26,65.00000
80211,2013,11,27,47.50000
80211,2013,11,28,43.00000
80211,2013,11,29,52.00000
80211,2013,11,30,58.00000
80211,2013,12,1,62.50000
80211,2013,12,2,62.50000
80211,2013,12,3,64.00000
80211,2013,12,4,68.00000
80211,2013,12,5,72.50000
80211,2013,12,6,72.50000
80211,2013,12,7,73.50000
80211,2013,12,8,71.00000
80211,2013,12,9,74.00000
80211,2013,12,10,64.00000
80211,2013,12,11,54.50000
80211,2013,12,12,56.00000
80211,2013,12,13,51.00000
80211,2013,12,14,65.00000
80211,2013,12,15,56.00000
80211,2013,12,16,51.00000
80211,2013,12,17,52.00000
80211,2013,12,18,56.00000
80211,2013,12,19,54.50000
80211,2013,12,20,60.00000
80211,2013,12,21,70.50000
80211,2013,12,22,74.00000
80211,2013,12,23,62.00000
80211,2013,12,24,51.00000
80211,2013,12,25,51.50000
80211,2013,12,26,54.50000
80211,2013,12,27,58.00000
80211,2013,12,28,63.50000
80211,2013,12,29,63.50000
80211,2013,12,30,55.00000
80211,2013,12,31,55.00000
