Wavelength [nm],Intensity (a.u)
591.529,312.136407802502
591.859,288.78211676081
592.190,123.691781957944
592.520,129.913100073735
592.851,107.316711725046
593.181,106.279855114718
593.512,-89.8041540980339
593.842,13.6433624525865
594.173,228.816261152426
594.503,250.229267602166
594.833,84.5250216523806
595.164,0.399097089966176
595.494,130.125023409724
595.824,155.161880016327
596.155,113.632522304853
596.485,76.6484212478002
596.815,164.272449851036
597.146,128.201627343893
597.476,172.814815784494
597.806,216.931167046229
598.137,430.617346038421
598.467,238.100452333689
598.797,122.117796614766
599.127,59.3215919733048
599.457,270.704790165027
599.788,243.214635550976
600.118,62.1315275132656
600.448,36.1040657311678
600.778,234.070822507143
601.108,208.425836195548
601.438,62.754110785822
601.769,-25.2690149297317
602.099,199.091780185699
602.429,86.2948528826237
602.759,52.3663980662823
603.089,-79.2466118981441
603.419,228.018066966906
603.749,161.035955439011
604.079,103.254204372565
604.409,197.513824522495
604.739,355.689613928397
605.069,354.472810318073
605.399,140.104065731168
605.729,172.5429101487
606.059,319.0527555421
606.389,244.330442618889
606.719,17.7127396066984
607.049,-5.44353747367859
607.379,130.292684853077
607.709,124.874798129002
608.039,7.72719319661462
608.368,-24.3096634248892
608.698,196.438121741017
609.028,165.116351261735
609.358,13.2623323500156
609.688,-74.7593480199575
610.018,83.105511084199
610.347,110.04841947183
610.677,34.6476985414823
611.007,102.910030861696
611.337,302.84860320886
611.666,419.755377670129
611.996,292.800183733304
612.326,239.840653737386
612.656,154.396750569344
612.985,259.540742104252
613.315,133.343995034695
613.645,298.515992581844
613.974,307.641917129358
614.304,396.068654470146
614.634,182.723758279035
614.963,142.670824249586
615.293,195.561521291733
615.622,96.7084035476049
615.952,-11.918337315321
616.282,-111.259620112677
616.611,123.530624603232
616.941,86.541464795669
617.270,15.9000918666521
617.600,-3.1512183149656
617.929,125.766396316389
618.259,250.564590503772
618.588,131.041014204423
618.918,173.672269602617
619.247,223.84444561104
619.577,99.9573619626463
619.906,-77.1062337607145
620.235,-91.2112006445726
620.565,253.622404803832
620.894,271.200181990862
621.224,116.435953696569
621.553,68.1279141157866
621.882,157.178501620889
622.212,193.615178008874
622.541,19.0308967034022
622.870,62.958628843228
623.200,282.35989394784
623.529,287.864502151807
623.858,107.803074469169
624.187,22.3490538001061
624.517,161.598556389411
624.846,283.897201145689
625.175,134.777058025201
625.504,1208.83848567804
625.834,1288.54580085476
626.163,1282.0643184036
626.492,47.6305327328543
626.821,-22.4655835231146
627.150,80.0173442866653
627.479,64.1582666188479
627.809,-40.7709108740091
628.138,-62.7354996204376
628.467,209.678051044544
628.796,245.453119516373
629.125,146.752486964067
629.454,21.8334269722303
629.783,161.476245224476
630.112,174.185728415847
630.441,169.072267867625
630.770,99.827824006478
631.099,233.361339330673
631.428,139.263777703047
631.757,20.9725382123142
632.086,-83.2690149297317
632.415,-49.7506758719683
632.744,58.3497764766216
633.073,38.6910592516264
633.402,98.2117448300123
633.731,171.181392341852
634.060,243.921772221724
634.388,213.214635550976
634.717,208.846613640587
635.046,227.8242106239
635.375,99.51400299867
635.704,-80.7658521234989
636.033,-36.760070681572
636.361,127.974527786175
636.690,257.988258639972
637.019,162.479314421614
637.348,59.8706405311823
637.676,149.74850782752
638.005,172.198915114005
638.334,322.749774711828
638.663,259.931889722745
638.991,357.942007223765
639.320,149.441012447079
639.649,75.4142733414968
639.977,-10.458535204331
640.306,118.853736201922
640.635,37.1868104189634
640.963,44.8532179991404
641.292,104.519625564416
641.620,286.186033129692
641.949,206.852440694968
642.278,71.8521816084782
642.606,64.1852558404207
642.935,306.18499673903
643.263,333.851404319207
643.592,159.517811869582
643.920,68.5175527681907
644.249,127.850627000133
644.577,167.51703458031
644.906,40.8501088122527
645.234,-19.4834836224715
645.562,88.5162572761377
645.891,113.515998189648
646.219,121.84907242159
646.548,115.8488133202
646.876,140.181887537241
647.204,90.848295117418
647.533,8.51470268269378
647.861,26.1811102479696
648.190,79.8475178132454
648.518,140.180592060089
648.846,38.8469996253649
649.174,26.5134071906408
649.503,176.51314808925
649.831,219.846222336094
650.159,223.845963219802
650.487,115.179037451744
650.816,222.512111683687
651.144,198.178519263864
651.472,145.178260162473
651.800,141.178001061082
652.129,246.177741959691
652.457,213.177482873201
652.785,129.510557105144
653.113,151.843631337086
653.441,383.843372220794
653.769,348.509779800971
654.097,160.509520699581
654.425,10.1759282648563
654.753,146.5090025117
655.082,356.508743410309
655.410,335.508484308918
655.738,316.174891874194
656.066,278.507966121038
656.394,227.84104035298
656.722,136.174114570022
657.050,46.1738554686308
657.378,156.506929715474
657.706,132.506670614084
658.034,176.506411512693
658.361,125.506152411302
658.689,376.505893324812
659.017,333.172300890088
659.345,376.505375122031
659.673,305.171782672405
660.001,404.838190252582
660.329,269.504597817858
660.657,229.171005383134
660.984,260.83741294841
661.312,387.83715386192
661.640,303.503561427196
661.968,172.503302325805
662.296,141.169709891081
662.623,327.169450804591
662.951,250.169191688299
663.279,145.835599253575
663.607,4.1686734855175
663.934,136.501747732361
664.262,112.834821964304
664.590,45.1678961962462
664.917,104.167637094855
665.245,280.834044675032
665.573,341.500452240308
665.900,225.833526472251
666.228,405.166600704193
666.556,510.166341602802
666.883,483.832749168078
667.211,144.165823400021
667.538,112.165564313531
667.866,253.16530521214
668.193,305.831712777416
668.521,282.164787009358
668.849,252.164527922869
669.176,331.497602154811
669.504,228.497343038519
669.831,157.497083937128
670.158,141.496824850639
670.486,243.163232415915
670.813,230.82963998119
671.141,87.4960475464662
671.468,95.4957884599766
671.796,116.828862691919
672.123,165.495270257195
672.450,39.8283444891374
672.778,132.16141872108
673.105,271.494492953022
673.432,298.160900518298
673.760,183.160641416907
674.087,273.160382330418
674.414,318.160123229027
674.742,327.159864127636
675.069,207.159605026245
675.396,148.826012606422
675.723,126.492420156797
676.051,43.492161055406
676.378,18.1585686206818
676.705,18.1583095341921
677.032,257.824717099468
677.359,178.491124664744
677.687,207.824198911587
678.014,31.1572731435299
678.341,227.823680708806
678.668,80.8234216074149
678.995,-46.8435041606426
679.322,-21.5104299287001
679.649,149.489310969909
679.976,158.489051868518
680.303,107.822126115362
680.630,119.488533680638
680.958,252.82160791258
681.285,123.488015477856
681.612,21.8210897246996
681.939,-32.1791693766912
682.266,172.487238173684
682.592,252.486979072293
682.919,385.820053319136
683.246,207.486460884412
683.573,310.486201783021
683.900,171.485942681631
684.227,169.485683595141
684.554,178.152091160417
684.881,254.151832059026
685.208,268.484906290968
685.535,96.4846471895775
685.861,215.484388088187
686.188,330.484128986796
686.515,337.817203218738
686.842,69.8169441322486
687.169,159.150018364191
687.495,303.1497592628
687.822,241.816166842977
688.149,80.8159077415863
688.476,74.1489819735289
688.802,321.48205619057
689.129,243.481797104081
689.456,100.148204669356
689.782,41.8146122346322
690.109,283.814353133241
690.436,226.147427380085
690.762,113.813834945361
691.089,-61.8530908226967
691.416,59.8133167425792
691.742,68.8130576411883
692.069,-31.5205347935359
692.395,81.4792061050733
692.722,182.145613670349
693.049,150.478687917193
693.375,25.1450954824686
693.702,-24.8551636189222
694.028,89.4779106130202
694.355,-40.1890151401361
694.681,-188.855940908194
695.008,-148.856200009584
695.334,32.1435408741236
695.660,156.143281787634
695.987,44.8096893529097
696.313,5.8094302515189
696.640,93.1425044834614
696.966,108.142245396972
697.292,61.4753196289142
697.619,31.14172719419
697.945,95.1414680927992
698.271,50.807875658075
698.598,16.1409498900175
698.924,140.807357455293
699.250,287.47376503547
699.577,207.47350593408
699.903,73.1399134993553
700.229,-2.86034560203552
700.555,116.139395311475
700.882,100.139136210084
701.208,13.4722104420264
701.534,25.8052846590678
701.860,91.1383589059115
702.186,122.804766471187
702.513,123.471174036463
702.839,230.804248268406
703.165,342.137322515249
703.491,278.803730080525
703.817,79.4701376458009
704.143,-22.1967881222566
704.469,-42.5303805420796
704.795,59.8026936749617
705.121,-1.86423209309578
705.447,109.80217547218
705.774,121.468583052357
706.100,272.8016572843
706.426,158.468064849575
706.752,90.4678057481845
707.077,21.4675466616948
707.403,-41.1993791063626
707.729,-26.8663048744202
708.055,57.4667693426212
708.381,285.466510256131
708.707,272.799584488074
709.033,235.46599205335
709.359,83.7990662852923
709.685,82.7988071988026
710.011,16.7985480974118
710.337,-14.8683776706457
710.662,158.464696576198
710.988,267.797770808141
711.314,304.130845025182
711.640,202.463919257124
711.966,101.463660170635
712.291,150.13006773591
712.617,68.1298086345196
712.943,4.79621619979537
713.269,-57.5373762200276
713.594,-12.2043019880851
713.920,32.7954389105241
714.246,7.12851312756538
714.571,-49.8717459589243
714.897,129.794661606352
715.223,85.127735838294
715.548,106.460810070237
715.874,66.1272176504135
716.199,269.126958549023
716.525,314.793366114299
716.851,168.459773679574
717.176,59.792847926418
717.502,133.792588810126
717.827,168.792329708735
718.153,126.792070607344
718.478,138.125144854188
718.804,169.791552419464
719.129,172.791293318073
719.455,65.1243675500155
719.780,174.124108463526
720.106,253.123849354684
720.431,226.79025691996
720.756,122.123331151903
721.082,169.78973873208
721.407,225.789479623238
721.733,172.122553855181
722.058,18.1222947686911
722.383,-38.2112976660331
722.709,155.455109899243
723.034,141.454850797852
723.359,219.121258370578
723.685,70.1209992691875
724.010,226.120740167797
724.335,205.787147740523
724.660,139.453555298348
724.986,388.119962871075
725.311,422.786370436351
725.636,510.78611134241
725.961,210.785852241019
726.286,214.452259806295
726.612,160.118667371571
726.937,54.1184082776308
727.262,-129.215184157093
727.587,-128.548776584367
727.912,9.11763097345829
728.237,159.784038546185
728.562,163.450446111461
728.887,73.1168536841869
729.212,112.783261249463
729.537,70.4496688147386
729.863,149.116076380014
730.188,67.7824839527409
730.513,159.78222485135
730.838,76.4486324240764
731.163,85.1150399819017
731.487,109.114780887961
731.812,201.781188453237
732.137,46.4475960259636
732.462,-5.88599640130997
732.787,-20.2195888434847
733.112,157.780152062575
733.437,209.446559627851
733.762,184.446300533911
734.087,259.779374765853
734.412,256.779115664462
734.736,197.112189896405
735.061,62.7785974691311
735.386,74.1116717010737
735.711,161.7780792738
736.036,117.111153498292
736.360,97.444227737685
736.685,77.4439686362942
737.010,231.777042875687
737.335,100.776783774296
737.659,144.443191339572
737.984,105.109598904848
738.309,231.109339810908
738.633,201.775747376184
738.958,103.108821615577
739.283,204.441895840069
739.607,156.774970079462
739.932,145.108044311404
740.257,-20.2255481158693
740.581,61.7741927752892
740.906,146.440600348016
741.230,154.440341246625
741.555,28.4400821526845
741.879,-1.56017694870633
742.204,42.1062306165695
742.528,86.439304848512
742.853,6.43904575457174
743.177,-5.22788000603515
743.502,98.4385275592406
743.826,188.104935124517
744.151,182.438009356459
744.475,154.437750262519
744.800,261.437491161128
745.124,267.103898733854
745.448,159.436972958346
745.773,159.103380531073
746.097,179.769788096348
746.421,240.436195669075
746.746,111.435936567684
747.070,139.769010799626
747.394,191.768751698236
747.719,194.768492604295
748.043,149.768233502905
748.367,153.767974408964
748.691,189.767715300123
749.016,76.4341228728493
749.340,-67.8994695618749
749.664,-76.8997286558151
749.988,225.100012242794
750.312,273.099753141403
750.637,273.099494040012
750.961,275.432568279405
751.285,386.098975844681
751.609,417.098716750741
751.933,233.765124308566
752.257,183.098198547959
752.581,185.431272779902
752.905,174.764347019295
753.229,81.0974212512374
753.553,42.0971621498466
753.878,171.430236381789
754.202,165.763310621182
754.526,115.763051527242
754.850,-16.9038742408156
755.173,27.7625333244602
755.497,7.76227422306937
755.821,34.7620151291291
756.145,-38.2382439722617
756.469,145.428163593014
756.793,108.427904491623
757.117,149.09431206435
757.441,181.427386296292
757.765,202.427127202352
758.089,197.426868100961
758.412,74.7599423329036
758.736,122.426349898179
759.060,232.759424137572
759.384,208.759165036182
759.708,182.092239268124
760.031,230.7586468334
760.355,328.425054406126
760.679,286.424795304736
761.003,185.091202877462
761.326,204.424277101954
761.650,226.09068467468
761.974,185.423758906623
762.297,135.756833146016
762.621,281.756574044625
762.945,482.089648276567
763.268,358.42272250851
763.592,191.42246341457
763.916,176.088870979846
764.239,377.088611885905
764.563,321.088352777064
764.886,111.75476034979
765.210,11.4211679225167
765.533,177.087575487793
765.857,87.0873163938522
766.180,72.4203906183441
766.504,21.7534648577372
766.827,236.753205756346
767.151,262.419613329073
767.474,160.086020894349
767.798,98.0857617929578
768.121,121.4188360249
768.445,65.7519102642934
768.768,19.4183178295692
769.091,10.7513920689622
769.415,213.084466293454
769.738,243.417540532847
770.061,115.083948098123
770.385,225.750355670849
770.708,198.083429902792
771.031,238.416504134735
771.355,-4.25042163332302
771.678,185.415985939403
772.001,263.415726838013
772.324,230.748801077406
772.648,102.415208635231
772.971,145.748282874624
773.294,264.748023773233
773.617,219.747764679293
773.940,150.747505577902
774.264,245.080579809845
774.587,413.413654041787
774.910,366.413394947847
775.233,140.746469179789
775.556,145.412876745065
775.879,195.745950977008
776.202,277.079025216401
776.525,141.07876612246
776.848,139.745173687736
777.171,234.744914586345
777.494,160.411322151621
777.817,29.7443963910143
778.140,-60.9225293770433
778.463,69.7438781956832
778.786,45.0769524201751
779.109,76.7433599929015
779.432,28.076434224844
779.755,198.74284179757
780.078,53.4092493628462
780.401,-47.5910097385446
780.724,-123.591268839935
781.047,0.075138732790947
781.370,-81.2584537019332
781.692,-149.92537946254
782.015,-169.925638571382
782.338,45.4074356680115
782.661,45.740509899954
782.984,21.0735841393471
783.306,11.4066583712896
783.629,273.406399269899
783.952,281.739473501841
784.275,238.072547741234
784.597,124.405621973177
784.920,189.73869621257
785.243,188.071770437062
785.565,117.738178009788
785.888,366.404585575064
786.211,565.404326481124
786.533,544.737400713066
786.856,154.737141611675
787.179,102.403549184402
787.501,283.403290083011
787.824,303.403030989071
788.146,212.40277188768
788.469,113.402512786289
788.791,302.068920351565
789.114,175.735327924291
789.436,44.4017354895671
789.759,-41.9318569377065
790.081,33.4012172867855
790.404,30.4009581928452
790.726,19.4006990914544
791.049,-5.59956000248593
791.371,210.400180896123
791.694,50.7332551280658
792.016,-31.6003373066584
792.338,-146.267263067265
792.661,119.065811164677
792.983,155.732218737404
793.305,105.065292961895
793.628,100.731700534622
793.950,272.731441433231
794.272,228.731182339291
794.595,19.7309232304494
794.917,-79.6026691968243
795.239,119.730405035118
795.561,132.396812607845
795.884,97.0632201731205
796.206,75.7296277383964
796.528,116.062701970339
796.850,91.7291095430653
797.172,-51.2711495583256
797.494,5.06192467734218
797.817,14.3949989092847
798.139,-33.9385935217142
798.461,-104.272185948988
798.783,2.39422161628804
799.105,191.060629185289
799.427,196.393703417232
799.749,36.0601109825075
800.071,-4.27348144849142
800.393,141.059592787176
800.715,173.392667019119
801.037,54.05907458812
801.359,4.7254821533958
801.681,83.3918897223969
802.003,214.724963958065
802.325,96.7247048566739
802.647,98.391112425675
802.969,90.3908533242841
803.291,95.0572608932853
803.613,44.7236684660117
803.935,-68.2765906353791
804.256,68.0564836002886
804.578,132.722891165564
804.900,155.722632067899
805.222,-10.2776270297666
805.544,-12.2778861311575
805.866,-94.9448118954897
806.187,-64.6117376635472
806.509,-94.9453300945461
806.831,40.0544108077884
807.153,33.0541517063975
807.474,-46.946107391268
807.796,-4.2796998259922
808.118,94.7200410763423
808.439,188.053115308285
808.761,-4.28047712271413
809.083,-16.2807362203797
809.404,-27.6143286551038
809.726,98.718745580564
810.047,74.0518198125064
810.369,-21.9484392851591
810.691,168.051301617175
811.012,115.051042515785
811.334,201.384116751452
811.655,136.383857650061
811.977,271.716931885729
812.298,256.050006121397
812.620,66.7164136866729
812.941,-7.61717874432603
813.263,32.0492288209498
813.584,136.382303056618
813.906,83.382043958952
814.227,266.715118190895
814.548,404.381525763621
814.870,432.047933328897
815.191,264.047674231231
815.513,52.0474151298404
815.834,175.047156032175
816.155,91.3802302678426
816.477,180.046637833118
816.798,106.046378735453
817.119,184.046119634062
817.440,230.045860536397
817.762,140.378934772064
818.083,160.04534233734
818.404,41.0450832396746
818.725,82.7114908049504
819.047,69.7112317072849
819.368,145.710972609619
819.689,191.377380174895
820.010,177.043787743896
820.331,45.0435286425054
820.652,45.3766028781732
820.974,107.376343780508
821.295,161.70941801245
821.616,93.0424922481179
821.937,11.7088998133937
822.258,12.3753073823949
822.579,52.7083816180626
822.900,-9.95854414999485
823.221,-43.6254699143271
823.542,109.040937650949
823.863,124.040678553283
824.184,141.040419455618
824.505,37.0401603542268
824.826,71.3732345898946
825.147,15.7063088218371
825.468,-26.6272836054365
825.789,84.0391239598393
826.110,218.70553152884
826.430,228.371939097842
826.751,111.705013329784
827.072,108.371420898785
827.393,113.704495130728
827.714,94.3709026997288
828.035,-25.2960230646034
828.355,75.0370511673391
828.676,222.036792069674
828.997,328.036532968283
829.318,199.036273870617
829.638,143.369348106285
829.959,230.035755671561
830.280,326.368829907229
830.601,152.701904139171
830.921,115.034978374839
831.242,95.70138594384
831.563,204.367793509116
831.883,127.034201078117
832.204,28.3672753100594
832.524,86.0336828790605
832.845,98.3667571147283
833.166,135.366498013337
833.486,612.032905582339
833.807,670.032646480948
834.127,634.699054049949
834.448,27.0321282818913
834.768,13.6985358508925
835.089,51.3649434198936
835.409,86.3646843185027
835.730,34.6977585541705
836.050,71.6974994546424
836.371,185.697240358839
836.691,162.363647925978
837.011,40.3633888245871
837.332,37.0297963935882
837.652,155.696203960727
837.973,215.362611527865
838.293,161.029019095004
838.613,84.0287599954754
838.934,104.361834233006
839.254,69.0282418001443
839.574,-17.9720172993839
839.894,-43.6389430655787
840.215,56.6941311682264
840.535,30.3605387372275
840.855,-35.3063870289673
841.175,-104.306646128496
841.496,46.6930947719763
841.816,143.359502339115
842.136,204.359243239587
842.456,126.358984141921
842.776,145.358725042393
843.096,10.6917992761979
843.417,-35.6417931566636
843.737,12.6912810771416
844.057,11.691021979476
844.377,19.6907628818105
844.697,-158.309496217718
845.017,8.69024468275407
845.337,63.6899855832259
845.657,86.023059817031
845.977,-140.643865947301
846.297,-82.310791713496
846.617,8.35561585364243
846.937,65.6886900874476
847.257,102.688430987919
847.577,85.3548385569205
847.897,192.687912790726
848.217,62.6876536911974
848.536,38.0207279250026
848.856,23.687135492141
849.176,227.686876394476
849.496,174.686617294947
849.816,193.019691530615
850.136,24.0194324310869
850.455,196.352506664892
850.775,55.6855808986972
851.095,118.018655134365
851.415,18.3517293681701
851.735,131.351470268642
852.054,-22.6487888308863
852.374,-40.9823812637478
852.694,32.6840263052533
853.013,256.350433872392
853.333,235.01684143953
853.653,208.683249006669
853.972,95.3496565738072
854.292,464.016064140946
854.612,364.01580504328
854.931,355.348879277085
855.251,60.3486201794197
855.570,277.015027745627
855.890,182.681435313697
856.209,183.347842880835
856.529,90.3475837831696
856.848,287.680658016975
857.168,220.680398917447
857.487,132.013473152183
857.807,49.0132140526548
858.126,203.679621619793
858.446,181.679362521196
858.765,137.345770088335
859.085,157.012177656405
859.404,201.678585224474
859.723,151.01165945828
860.043,-10.6552663069839
860.362,67.6778079268212
860.681,236.34421549396
861.001,232.010623062029
861.320,162.010363962501
861.639,110.343438197238
861.959,204.343179098641
862.278,148.009586665779
862.597,71.3426609005158
862.916,95.0090684676543
863.236,123.342142701459
863.555,133.675216936196
863.874,92.008291170001
864.193,148.341365403806
864.512,272.674439638543
864.831,263.67418053948
865.151,149.340588107084
865.470,294.673662341821
865.789,310.006736576092
866.108,335.67314414323
866.427,65.0062183775008
866.746,12.0059592789039
867.065,143.339033513175
867.384,128.338774413647
867.703,169.005181981251
868.022,68.3382562159871
868.341,214.004663783591
868.660,134.337738017396
868.979,61.3374789183339
869.298,16.3372198192713
869.617,156.003627386875
869.936,211.003368288046
870.255,149.669775855417
870.573,110.002850089921
870.892,213.335924323959
871.211,88.6689985584623
871.530,-12.6645938741664
871.849,-11.3315196398956
872.168,133.334887927709
872.486,177.667962161979
872.805,99.3343697295835
873.124,209.334110630521
873.443,354.667184864792
873.761,311.000259099063
874.080,180.666666666667
874.399,-9
874.718,156
875.036,96
875.355,52
875.674,-37.6666666666667
875.992,77.3333333333333
876.311,104.666666666667
876.629,-87.3333333333333
876.948,-97.3333333333333
877.267,-41.6666666666667
877.585,15.6666666666667
877.904,-122.666666666667
878.222,-88.6666666666667
878.541,132.333333333333
878.859,283.666666666667
879.178,262.333333333333
879.496,224.666666666667
879.815,252.333333333333
880.133,199
880.452,-10
880.770,-92
881.088,-18.3333333333333
881.407,166.666666666667
881.725,66.6666666666667
882.043,60.3333333333333
882.362,-36.6666666666667
882.680,-74.6666666666667
882.998,-142.333333333333
883.317,-81.6666666666667
883.635,226.666666666667
883.953,235
884.271,277.333333333333
884.590,208
884.908,277.666666666667
885.226,166
885.544,-13.6666666666667
885.863,-7.33333333333333
886.181,140
886.499,291.333333333333
886.817,206.333333333333
887.135,137
887.453,109
887.771,128.666666666667
888.089,71.6666666666667
888.407,139.666666666667
888.725,219
889.043,146.333333333333
889.361,15.6666666666667
889.679,72.3333333333333
889.997,255.666666666667
890.315,274
890.633,141
890.951,152.333333333333
891.269,116.666666666667
891.587,15.6666666666667
891.905,-177
892.223,-49
892.541,114
892.859,139.333333333333
893.176,-33
893.494,10
893.812,244.666666666667
894.130,336
894.448,256.666666666667
894.765,98
895.083,66.3333333333333
895.401,-16.3333333333333
895.719,-129.333333333333
896.036,-38.3333333333333
896.354,101.666666666667
896.672,185.666666666667
896.989,-70.3333333333333
897.307,-107.333333333333
897.625,0.333333333333329
897.942,133.666666666667
898.260,37.6666666666667
898.577,41
898.895,51.6666666666667
899.213,86
899.530,-52
899.848,35.3333333333333
900.165,246.333333333333
900.483,296.333333333333
900.800,349.666666666667
901.118,203.333333333333
901.435,181.666666666667
901.752,148.333333333333
902.070,114.666666666667
902.387,136.666666666667
902.705,115
903.022,69
903.339,43.6666666666667
903.657,77.3333333333333
903.974,269.666666666667
904.291,196.666666666667
904.609,55
904.926,31
905.243,173.333333333333
905.560,177
905.878,50.3333333333333
906.195,69.3333333333333
906.512,210.666666666667
906.829,151.333333333333
907.146,186
907.464,180.666666666667
907.781,350.666666666667
908.098,147.333333333333
908.415,52.3333333333333
908.732,32.3333333333333
909.049,167
909.366,70
909.683,-86.3333333333333
910.000,-26.6666666666667
910.317,119.333333333333
910.634,156.666666666667
910.951,47.6666666666667
911.268,53.3333333333333
911.585,305.333333333333
911.902,313.666666666667
912.219,329.666666666667
912.536,166.333333333333
912.853,199.666666666667
913.170,86.3333333333333
913.487,-42
913.804,-34.6666666666667
914.121,97
914.437,141
914.754,25
915.071,60.3333333333333
915.388,234.666666666667
915.705,327.333333333333
916.021,98.6666666666667
916.338,45.3333333333333
916.655,103.666666666667
916.972,168
917.288,149
917.605,122.666666666667
917.922,256
918.238,70.3333333333333
918.555,-68.3333333333333
918.872,-185
919.188,18.6666666666667
919.505,70
919.821,62.3333333333333
920.138,122.333333333333
920.454,208.666666666667
920.771,440
921.088,339
921.404,334.666666666667
921.721,226
922.037,179.666666666667
922.353,118
922.670,72
922.986,77.3333333333333
923.303,117.666666666667
923.619,-8.66666666666666
923.936,57.6666666666667
924.252,42
924.568,48.6666666666667
924.885,-67.6666666666667
925.201,-1.66666666666667
925.517,192
925.834,236.666666666667
926.150,170.666666666667
926.466,234
926.782,273
927.099,224.666666666667
927.415,-5.66666666666667
927.731,-3.33333333333333
928.047,130.333333333333
928.363,124.333333333333
928.679,107
928.996,91.6666666666667
929.312,171
929.628,139
929.944,-39.3333333333333
930.260,-59.3333333333333
930.576,73.6666666666667
930.892,140
931.208,58
931.524,48.3333333333333
931.840,154.333333333333
932.156,185.333333333333
932.472,2.33333333333334
932.788,38.6666666666667
933.104,169.333333333333
933.420,207.666666666667
933.736,70
934.052,77.6666666666667
934.368,209.333333333333
934.684,309.333333333333
934.999,213.333333333333
935.315,164.333333333333
935.631,274.666666666667
935.947,215
936.263,103
936.578,-23.6666666666667
936.894,186
937.210,160
937.526,82.3333333333333
937.841,91.6666666666667
938.157,184.333333333333
938.473,162.333333333333
938.788,22
939.104,122.333333333333
939.420,383
939.735,318
940.051,165
940.367,-55.6666666666667
940.682,101.666666666667
940.998,121.333333333333
941.313,23.3333333333333
941.629,-35
941.944,136
942.260,184
942.575,41.6666666666667
942.891,-117.333333333333
943.206,-19.6666666666667
943.522,57.3333333333333
943.837,-22
944.153,66.6666666666667
944.468,201
944.783,212.666666666667
945.099,20.6666666666667
945.414,-81
945.729,167.333333333333
946.045,160.333333333333
946.360,111
946.675,185.666666666667
946.991,442.333333333333
947.306,366.333333333333
947.621,96.6666666666667
947.936,-44.6666666666667
948.252,175.333333333333
948.567,149.666666666667
948.882,3
949.197,-151
949.512,-82.3333333333333
949.827,-63.6666666666667
950.142,-106.666666666667
950.458,94.6666666666667
950.773,183.666666666667
951.088,232.666666666667
951.403,-20
951.718,63.6666666666667
952.033,149.666666666667
952.348,117
952.663,-29.6666666666667
952.978,32.6666666666667
953.293,125.666666666667
953.608,114.666666666667
953.923,-17.6666666666667
954.238,-59
954.553,94.6666666666667
954.867,4.66666666666667
955.182,-58
955.497,-72
955.812,88
956.127,127.333333333333
956.442,1.66666666666666
956.757,11
957.071,175.333333333333
957.386,182.666666666667
957.701,128.333333333333
958.016,71.6666666666667
958.330,212.333333333333
958.645,186.333333333333
958.960,133.333333333333
959.274,118.666666666667
959.589,149.666666666667
959.904,71.3333333333333
960.218,-2.33333333333334
960.533,68.6666666666667
960.848,174.666666666667
961.162,129
961.477,-8.33333333333334
961.791,-34.6666666666667
962.106,144
962.420,175
962.735,25
963.049,32.3333333333333
963.364,113.333333333333
963.678,245.333333333333
963.993,-19
964.307,64
964.622,112.333333333333
964.936,204.666666666667
965.250,-11.3333333333333
965.565,-47
965.879,48
966.193,56.6666666666667
966.508,50.3333333333333
966.822,0.333333333333336
967.136,140
967.451,114
967.765,85
968.079,81.6666666666667
968.393,224
968.708,221.666666666667
969.022,130.666666666667
969.336,182.333333333333
969.650,284.666666666667
969.964,214.666666666667
970.278,-26.6666666666667
970.592,16.6666666666667
970.907,213
971.221,197
971.535,-21.3333333333333
971.849,12
972.163,92.3333333333333
972.477,46.3333333333333
972.791,-41
973.105,29
973.419,305.666666666667
973.733,226
974.047,89
974.361,38.6666666666667
974.675,121.666666666667
974.989,129.333333333333
975.302,165
975.616,83
975.930,257.333333333333
976.244,563.333333333333
976.558,638
976.872,537
977.185,305.333333333333
977.499,217.666666666667
977.813,128
978.127,82.6666666666667
978.441,223.666666666667
978.754,251.333333333333
979.068,-1
979.382,-148.666666666667
979.695,149.333333333333
980.009,157
980.323,174.333333333333
980.636,33.3333333333333
980.950,122.333333333333
981.263,125.333333333333
981.577,-111.333333333333
981.891,10
982.204,123.333333333333
982.518,147.666666666667
982.831,-30.3333333333333
983.145,-44
983.458,44.6666666666667
983.772,-32.6666666666667
984.085,-135
984.399,-42
984.712,164.666666666667
985.025,150.333333333333
985.339,35.6666666666667
985.652,-9
985.965,148
986.279,136
986.592,3
986.905,-49.6666666666667
987.219,164
987.532,195.666666666667
987.845,64.3333333333333
988.159,39.3333333333333
988.472,166.333333333333
988.785,230.666666666667
989.098,127.666666666667
989.411,112
989.725,202
990.038,125
990.351,-3.33333333333333
990.664,37.3333333333333
990.977,142.666666666667
991.290,153.666666666667
991.603,-17
991.916,-25.6666666666667
992.229,106.666666666667
992.542,159.333333333333
992.855,32.6666666666667
993.168,80.6666666666667
993.481,323.666666666667
993.794,295.333333333333
994.107,177.666666666667
994.420,48.3333333333333
994.733,156.333333333333
995.046,65
995.359,-161.666666666667
995.672,-65.3333333333333
995.985,144
996.298,236.666666666667
996.610,76.3333333333333
996.923,55
997.236,128.333333333333
997.549,237.666666666667
997.862,160
998.174,134.666666666667
998.487,138
998.800,133.333333333333
999.113,96.6666666666667
999.425,62.6666666666667
999.738,152.666666666667
1000.051,123.666666666667
1000.363,-28.6666666666667
1000.676,1
1000.988,106
1001.301,168.333333333333
